Hospital Name,City,State Code,Zip Code,County,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Total Bad Debt Expense,Total Unreimbursed and Uncompensated Care,Total Costs,Combined Outpatient + Inpatient Total Charges,Less Total Operating Expense,Cost To Charge Ratio,Net Patient Revenue,Net Income from Service to Patients,Net Income,Staff Per Bed,Clinical Operating Margin,Net Revenue Per Bed,State Name,Operating Expense Ratio,Size Category
GLENWOOD BEHAVIORAL HEALTH HOSPITAL,CINCINNATI,OH,45239,HAMILTON,U,PH,4,5,2023-01-01,2023-12-31,105.73,14521.0,70.0,25550.0,2188.0,70.0,,,14367167.0,57115999.0,16125317.0,,13073638.0,-3051679.0,-3045916.0,1.5104285714285715,-0.23342232666989862,186766.25714285715,Ohio,1.2334223266698987,Small
MANGUM REGIONAL MEDICAL CENTER,MANGUM,OK,73554,GREER,R,CAH,1,13,2023-01-01,2023-12-31,61.38,4133.0,18.0,6570.0,183.0,18.0,4734546.0,3536350.0,17361613.0,24553996.0,18232902.0,0.707079,15929460.0,-2303442.0,-2083279.0,3.41,-0.14460264189746544,884970.0,Oklahoma,1.1446026418974655,Small
REHABILITATION HOSPITAL OF RHODE ISL,NORTH SMITHFIELD,RI,02896,PROVIDENCE,U,RH,5,5,2023-01-01,2023-12-31,39.1,4765.0,20.0,7300.0,412.0,20.0,,,8505835.0,20838187.0,9211158.0,,8927523.0,-283635.0,-180964.0,1.955,-0.031770850660367944,446376.15,Rhode Island,1.031770850660368,Small
KNOXVILLE REHABILITATION HOSPITAL,KNOXVILLE,TN,37909,KNOX,U,RH,5,5,2023-01-01,2023-12-31,118.1,14391.0,57.0,20805.0,1130.0,57.0,,996.0,18004904.0,60968154.0,18444903.0,0.295317,22047879.0,3602976.0,3677939.0,2.0719298245614035,0.1634159911708514,386804.8947368421,Tennessee,0.8365840088291486,Small
SAINT THOMAS REHABILITATION HOSPITAL,NASHVILLE,TN,37203,DAVIDSON,U,RH,5,5,2023-01-01,2023-12-31,66.7,9107.0,40.0,14600.0,794.0,40.0,,,14785632.0,31482054.0,15021926.0,,17347249.0,2325323.0,2357475.0,1.6675,0.1340456345556578,433681.225,Tennessee,0.8659543654443422,Small
THE METHODIST HOSPITAL,HOUSTON,TX,77030-,HARRIS,U,STH,1,2,2023-01-01,2023-12-31,8022.71,275284.0,976.0,356111.0,39496.0,1063.0,38748384.0,73171708.0,2170562676.0,13896856709.0,2707659970.0,0.156191,2848150001.0,140490031.0,237986583.0,7.5472342427093135,0.049326766831337264,2679350.8946378175,Texas,0.9506732331686627,Large
BAYLOR SURGICAL HOSPITAL LAS COLINAS,IRVING,TX,75063,IRVING,U,STH,1,5,2023-01-01,2023-12-31,136.64,1220.0,20.0,7300.0,663.0,20.0,1999556.0,655970.0,52087563.0,181778500.0,53420845.0,0.286544,79823675.0,26402830.0,24565429.0,6.831999999999999,0.33076440041128147,3991183.75,Texas,0.6692355995887185,Small
SCHLEICHER COUNTY MEDICAL CENTER,ELDORADO,TX,76936-,SCHLEICHER,R,CAH,1,4,2023-01-01,2023-12-31,43.73,638.0,14.0,5110.0,47.0,14.0,337657.0,748124.0,6821604.0,4356523.0,6299473.0,1.565837,4666898.0,-1632575.0,1321215.0,3.123571428571428,-0.3498201589149795,333349.85714285716,Texas,1.3498201589149794,Small
PAM SQUARED AT BEAUMONT,BEAUMONT,TX,77707,JEFFERSON,U,RH,5,5,2023-01-01,2023-12-31,100.54,7938.0,61.0,22265.0,632.0,61.0,,,14032495.0,32867589.0,14712356.0,,15780450.0,1068094.0,1079190.0,1.6481967213114754,0.06768463510229429,258695.90163934426,Texas,0.9323153648977057,Small
BRATTLEBORO RETREAT,BRATTLEBORO,VT,05302,,R,PH,4,2,2023-01-01,2023-12-31,520.94,33235.0,113.0,41245.0,1759.0,113.0,,,72243402.0,129811101.0,90777824.0,,96398345.0,5620521.0,10101498.0,4.610088495575222,0.05830516073694004,853082.6991150442,Vermont,0.94169483926306,Medium
UNITED HOSPITAL CENTER,BRIDGEPORT,WV,26330,HARRISON,R,STH,1,2,2023-01-01,2023-12-31,1743.93,59006.0,232.0,84680.0,11805.0,264.0,13763924.0,27144295.0,399076805.0,1664656191.0,537220006.0,0.239735,551708927.0,14488921.0,105450000.0,6.605795454545455,0.026261893347975497,2089806.5416666667,West Virginia,0.9737381066520245,Large
CITY HOSPITAL INC.,MARTINSBURG,WV,25401,BERKELEY,U,STH,1,2,2023-01-01,2023-12-31,1070.49,41267.0,161.0,58765.0,7581.0,184.0,12201153.0,24480969.0,248525549.0,883505611.0,342580618.0,0.281295,339737509.0,-2843109.0,20553181.0,5.817880434782609,-0.00836854608244037,1846399.5054347827,West Virginia,1.0083685460824403,Medium
WETZEL COUNTY HOSPITAL,NEW MARTINSVILLE,WV,26155,WETZEL,R,STH,1,12,2023-01-01,2023-12-31,185.07,3136.0,25.0,9125.0,551.0,25.0,1462806.0,1495308.0,26327497.0,133252950.0,34925980.0,0.197575,36524884.0,1598904.0,2544414.0,7.4028,0.04377574477717711,1460995.36,West Virginia,0.9562242552228228,Small
WAR MEMORIAL HOSPITAL,BERKELEY SPRINGS,WV,25411-,MORGAN,U,CAH,1,2,2023-01-01,2023-12-31,111.27,3868.0,25.0,9125.0,503.0,41.0,1781291.0,2097953.0,31637278.0,68324490.0,33173623.0,0.463044,34449734.0,1276111.0,2925425.0,2.71390243902439,0.037042695307894107,840237.4146341464,West Virginia,0.9629573046921059,Small
HAMPSHIRE MEMORIAL HOSPITAL,ROMNEY,WV,26757,HAMPSHIRE,U,CAH,1,2,2023-01-01,2023-12-31,115.21,2945.0,14.0,5110.0,371.0,44.0,1494614.0,2377219.0,34718771.0,72750320.0,35110284.0,0.477232,36770389.0,1660105.0,3263768.0,2.6184090909090907,0.04514787700505426,835690.6590909091,West Virginia,0.9548521229949457,Small
MONROE CLINIC,MONROE,WI,53566,GREEN,U,STH,1,1,2023-01-01,2023-12-31,807.61,10544.0,58.0,21170.0,2776.0,58.0,3437512.0,14374831.0,155650471.0,700173256.0,207968149.0,0.222303,216927475.0,8959326.0,20603658.0,13.924310344827587,0.041301020075949345,3740128.879310345,Wisconsin,0.9586989799240506,Small
AURORA MEDICAL CTR SHEBOYGAN COUNTY,SHEBOYGAN,WI,53081,SHEBOYGAN,R,STH,1,2,2023-01-01,2023-12-31,660.92,26717.0,125.0,45625.0,5853.0,125.0,6224096.0,14646471.0,186874196.0,856849826.0,215233032.0,0.218094,252716399.0,37483367.0,49379113.0,5.28736,0.14832186256341837,2021731.192,Wisconsin,0.8516781374365816,Medium
SAUK PRAIRIE MEMORIAL HOSPITAL,PRAIRIE DU SAC,WI,53578-,SAUK,U,STH,1,2,2023-01-01,2023-12-31,465.24,3915.0,36.0,13140.0,1097.0,36.0,2327308.0,4940455.0,89152559.0,246615214.0,117910250.0,0.361505,118535924.0,625674.0,7210258.0,12.923333333333334,0.0052783492032339495,3292664.5555555555,Wisconsin,0.994721650796766,Small
AURORA MEDICAL CENTER - BAY AREA,MARINETTE,WI,54143,MARINETTE,R,STH,1,2,2023-01-01,2023-12-31,426.43,8590.0,55.0,20075.0,2243.0,55.0,5178930.0,9768291.0,96898367.0,474822483.0,102785261.0,0.204073,89523295.0,-13261966.0,-10380239.0,7.753272727272727,-0.14813983332494632,1627696.2727272727,Wisconsin,1.1481398333249464,Small
MARSHFIELD MEDICAL CENTER NEILLSVILL,NEILLSVILLE,WI,54456-,CLARK,R,CAH,1,2,2023-01-01,2023-12-31,124.52,1110.0,16.0,5840.0,170.0,16.0,1473126.0,4327633.0,36693327.0,65248235.0,39064028.0,0.562365,37768140.0,-1295888.0,353769.0,7.7825,-0.034311671159871784,2360508.75,Wisconsin,1.0343116711598719,Small
PRAIRIE DU CHIEN MEMORIAL HOSPITAL,PRAIRIE DU CHIEN,WI,53821,CRAWFORD,R,CAH,1,2,2023-01-01,2023-12-31,280.16,2323.0,24.0,8760.0,373.0,25.0,334691.0,3256809.0,55640878.0,101916713.0,66053890.0,0.545945,67272423.0,1218533.0,5718792.0,11.2064,0.018113410304843636,2690896.92,Wisconsin,0.9818865896951564,Small
UW HEALTH REHABILITATION HOSPITAL,MADISON,WI,53718,DANE,U,RH,5,5,2023-01-01,2023-12-31,128.7,16686.0,50.0,18250.0,1289.0,50.0,,,22571353.0,71671547.0,24151533.0,,38780385.0,14628852.0,14779655.0,2.574,0.37722296980806147,775607.7,Wisconsin,0.6227770301919385,Small
BAYLOR ORTHOPEDIC AND SPINE HOSPITAL,ARLINGTON,TX,76015,TARRANT,U,STH,1,5,2023-01-01,2023-12-31,221.68,3379.0,24.0,8760.0,1756.0,24.0,3435454.0,1067641.0,71182988.0,393544065.0,80413717.0,0.180877,139738941.0,59325224.0,59608837.0,9.236666666666666,0.4245432488285424,5822455.875,Texas,0.5754567511714577,Small
HOUSTON METHODIST THE WOODLANDS,THE WOODLANDS,TX,77385,MONTGOMERY,U,STH,1,2,2023-01-01,2023-12-31,1880.84,72180.0,292.0,106580.0,17429.0,292.0,16888478.0,24989615.0,523726404.0,3717680970.0,528331959.0,0.140874,623265311.0,94933352.0,99895282.0,6.441232876712329,0.15231611694814826,2134470.243150685,Texas,0.8476838830518517,Large
BANNER UNIVERSITY MEDICAL CENTER PHX,PHOENIX,AZ,85006,,R,STH,1,2,2023-01-01,2023-12-31,3959.04,212910.0,656.0,239138.0,33486.0,678.0,17366136.0,33406672.0,1082771232.0,4810289982.0,1273266618.0,0.225095,1283286329.0,10019711.0,54665664.0,5.83929203539823,0.007807852989291839,1892752.697640118,Arizona,0.9921921470107081,Large
MERCY REHABILITATION HOSPITAL FORT S,FORT SMITH,AR,72916,SEBASTIAN,U,RH,5,5,2023-01-01,2023-12-31,47.8,11008.0,50.0,18250.0,1040.0,50.0,,,15221340.0,45902510.0,14985146.0,,20050407.0,5065261.0,5171066.0,0.956,0.25262634319592614,401008.14,Arkansas,0.7473736568040739,Small
METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,CA,95823,SACRAMENTO,U,STH,1,2,2023-01-01,2023-12-31,931.43,36512.0,152.0,55480.0,9100.0,323.0,8754533.0,9441937.0,278264132.0,1516574421.0,364247803.0,0.183482,351889262.0,-12358541.0,488196.0,2.8836842105263156,-0.03512054027951555,1089440.439628483,California,1.0351205402795156,Large
COLORADO RIVER MEDICAL CENTER,NEEDLES,CA,92363,SAN BERNARDINO,R,CAH,1,2,2023-01-01,2023-12-31,72.01,657.0,25.0,9125.0,280.0,25.0,299513.0,104829.0,8438390.0,24681726.0,10160922.0,0.341888,8620587.0,-1540335.0,-1303756.0,2.8804000000000003,-0.17868098773320193,344823.48,California,1.1786809877332018,Small
PROWERS MEDICAL CENTER,LAMAR,CO,81052-3993,PROWERS,R,CAH,1,11,2023-01-01,2023-12-31,164.05,1658.0,25.0,9125.0,389.0,25.0,1639204.0,1849658.0,41724474.0,59816898.0,46578444.0,0.697537,41875436.0,-4703008.0,-3116163.0,6.562,-0.11230946944647932,1675017.44,Colorado,1.1123094694464792,Small
ROCKFORD,NEWARK,DE,19713,NEW CASTLE,U,PH,4,4,2023-01-01,2023-12-31,243.4,36652.0,148.0,54020.0,4644.0,148.0,,,27809811.0,77185208.0,33392524.0,,30795669.0,-2596855.0,-2586139.0,1.6445945945945946,-0.08432533159127019,208078.8445945946,Delaware,1.0843253315912702,Medium
ADVENTHEALTH PALM COAST,PALM COAST,FL,32614,FLAGLER,U,STH,1,1,2023-01-01,2023-12-31,986.51,41699.0,99.0,36135.0,9053.0,131.0,8823753.0,12233798.0,200656058.0,1185765259.0,264487195.0,0.169221,307699977.0,43212782.0,64737161.0,7.530610687022901,0.1404380410467174,2348854.7862595418,Florida,0.8595619589532826,Medium
NEMOURS CHILDRENS HOSPITAL,ORLANDO,FL,32827,ORANGE,U,CH,7,2,2023-01-01,2023-12-31,1071.8,29047.0,130.0,47450.0,3600.0,130.0,,,305128945.0,1021187777.0,325981976.0,,356606131.0,30624155.0,71252436.0,8.244615384615384,0.0858766923443613,2743124.0846153847,Florida,0.9141233076556388,Medium
EMERALD COAST BEHAVIORAL HOSPITAL,PANAMA CITY,FL,32405,BAY,U,PH,4,4,2022-11-01,2023-10-31,178.19,22304.0,86.0,31390.0,2131.0,86.0,,,15326272.0,53783864.0,24450858.0,,25883229.0,1432371.0,1515191.0,2.0719767441860464,0.0553397336939684,300967.77906976745,Florida,0.9446602663060316,Medium
PROCTOR HOSPITAL,PEORIA,IL,61614,PEORIA,U,STH,1,2,2023-01-01,2023-12-31,434.71,11649.0,72.0,31630.0,2765.0,86.0,5742602.0,7172366.0,110018245.0,652848882.0,100549919.0,0.16852,133857977.0,33308058.0,11326417.0,5.054767441860465,0.2488313266530242,1556488.1046511629,Illinois,0.7511686733469758,Medium
ADVOCATE GOOD SAMARITAN HOSPITAL,DOWNERS GROVE,IL,60515-,DUPAGE,U,STH,1,1,2023-01-01,2023-12-31,1296.43,72033.0,293.0,106945.0,14498.0,293.0,18737676.0,24594759.0,364963453.0,1712640976.0,402751947.0,0.2131,470163487.0,67411540.0,77549981.0,4.424675767918089,0.1433789349107835,1604653.5392491468,Illinois,0.8566210650892165,Large
HENDRICKS REGIONAL HEALTH,DANVILLE,IN,46122-1409,HENDRICKS,U,STH,1,9,2023-01-01,2023-12-31,1952.33,23446.0,130.0,47450.0,5854.0,130.0,14723877.0,21076132.0,267714399.0,1171393632.0,470664614.0,0.228543,447412447.0,-23252167.0,24424949.0,15.017923076923076,-0.051970317669771934,3441634.207692308,Indiana,1.051970317669772,Medium
INDIANA UNIVERSITY HEALTH,INDIANAPOLIS,IN,46202,MARION,R,STH,1,2,2023-01-01,2023-12-31,8304.75,338608.0,1274.0,464895.0,46659.0,1302.0,76784916.0,209705005.0,2977867335.0,12758048336.0,5249602274.0,0.233411,3924982044.0,-1324620230.0,1333517864.0,6.378456221198157,-0.3374844050624146,3014579.1428571427,Indiana,1.3374844050624146,Large
MAJOR HOSPITAL,SHELBYVILLE,IN,46176-,SHELBY,U,STH,1,8,2023-01-01,2023-12-31,735.81,9134.0,46.0,16790.0,2375.0,46.0,7441516.0,10793830.0,145185898.0,572040864.0,186799675.0,0.253803,191599990.0,4800315.0,50523016.0,15.99586956521739,0.025053837424521785,4165217.1739130435,Indiana,0.9749461625754782,Small
PERRY COUNTY HOSPITAL,TELL CITY,IN,47586,PERRY,R,CAH,1,9,2023-01-01,2023-12-31,204.71,3783.0,25.0,9125.0,556.0,25.0,2286234.0,2486770.0,47294855.0,144045210.0,51760502.0,0.328333,48867532.0,-2892970.0,1581623.0,8.1884,-0.059200247722762014,1954701.28,Indiana,1.059200247722762,Small
COMMUNITY REHABILITATION HOSPITAL NO,INDIANAPOLIS,IN,46256,MARION,U,RH,5,5,2023-01-01,2023-12-31,143.5,19900.0,60.0,21900.0,1738.0,60.0,,1422.0,26038443.0,79982207.0,27317976.0,0.325553,41876562.0,14558586.0,14620681.0,2.3916666666666666,0.3476547573317982,697942.7,Indiana,0.6523452426682018,Small
COMMUNITY REHABILITATION HOSPITAL SO,GREENWOOD,IN,46143,JOHNSON,U,RH,5,5,2023-01-01,2023-12-31,95.4,12576.0,44.0,16060.0,1108.0,44.0,,-1125.0,18949211.0,49681499.0,19441523.0,0.381414,26218189.0,6776666.0,6853380.0,2.1681818181818184,0.2584719333589364,595867.9318181818,Indiana,0.7415280666410635,Small
UNITYPOINT HEALTH-MARSHALLTOWN,MARSHALLTOWN,IA,50158,MARSHALL,R,STH,1,2,2023-01-01,2023-12-31,259.71,2903.0,16.0,5840.0,841.0,16.0,2854243.0,6178505.0,62450250.0,165902480.0,73781438.0,0.376427,72005880.0,-1775558.0,1956283.0,16.231875,-0.024658513999134515,4500367.5,Iowa,1.0246585139991344,Small
LOGAN COUNTY HOSPITAL,OAKLEY,KS,67748,LOGAN,R,CAH,1,9,2023-01-01,2023-12-31,95.53,1638.0,25.0,9125.0,145.0,25.0,512765.0,589279.0,12896613.0,20724014.0,15920925.0,0.622303,12187829.0,-3733096.0,-1421289.0,3.8212,-0.30629704437106886,487513.16,Kansas,1.3062970443710689,Small
WASHINGTON COUNTY HOSPITAL,WASHINGTON,KS,66968,WASHINGTON,R,CAH,1,9,2023-01-01,2023-12-31,45.45,1037.0,25.0,9125.0,129.0,25.0,156605.0,304717.0,8323672.0,11647637.0,8879950.0,0.714623,9022211.0,142261.0,319077.0,1.818,0.015767864440323996,360888.44,Kansas,0.984232135559676,Small
WEST CARROLL HEALTH SYSTEMS  LLC,OAK GROVE,LA,71263,,R,STH,1,4,2023-01-01,2023-12-28,102.66,5311.0,30.0,10860.0,452.0,30.0,916189.0,751331.0,26577750.0,59226045.0,29954339.0,0.448751,24246597.0,-5707742.0,10546399.0,3.4219999999999997,-0.23540383832007436,808219.9,Louisiana,1.2354038383200743,Small
THE SPINE HOSPITAL OF LOUISIANA,BATON ROUGE,LA,70810,E. BATON ROUGE PARISH,U,STH,1,4,2023-01-01,2023-12-31,162.34,2436.0,23.0,8395.0,1463.0,23.0,589765.0,89760.0,37065296.0,246029417.0,39481643.0,0.150654,62802105.0,23320462.0,25150353.0,7.058260869565218,0.37133248957180653,2730526.304347826,Louisiana,0.6286675104281935,Small
OCEANS BEHAVIORAL HOSPITAL OF GREATE,KENNER,LA,70065,JEFFERSON PARISH,U,PH,4,4,2023-01-01,2023-12-31,127.92,23191.0,82.0,29930.0,2340.0,82.0,,,19491405.0,43756810.0,18233688.0,,20685650.0,2451962.0,2498469.0,1.56,0.11853444295924953,252264.0243902439,Louisiana,0.8814655570407505,Medium
ST JOSEPH HOSPITAL,BANGOR,ME,04401,PENOBSCOT,R,STH,1,1,2023-01-01,2023-12-31,901.75,22497.0,99.0,36135.0,4094.0,99.0,8385164.0,12285572.0,159087489.0,475939924.0,198021096.0,0.33426,193364998.0,-4656098.0,3107000.0,9.108585858585858,-0.02407932173950117,1953181.797979798,Maine,1.0240793217395012,Medium
ALOMERE HEALTH,ALEXANDRIA,MN,56308-3798,DOUGLAS,R,STH,1,9,2023-01-01,2023-12-31,723.05,8832.0,99.0,36135.0,2564.0,99.0,2630671.0,7092439.0,142970380.0,407424831.0,194939624.0,0.350912,183301728.0,-11637896.0,11928148.0,7.303535353535353,-0.06349037800669288,1851532.606060606,Minnesota,1.0634903780066929,Medium
PARK NICOLLET METHODIST HOSPITAL,ST. LOUIS PARK,MN,55426-4702,HENNEPIN,U,STH,1,2,2023-01-01,2023-12-31,3437.72,100747.0,352.0,129075.0,22954.0,356.0,10706271.0,33113420.0,708170093.0,2506207882.0,715355708.0,0.282566,812947857.0,97592149.0,35892570.0,9.656516853932583,0.12004724307920772,2283561.396067416,Minnesota,0.8799527569207922,Large
RIDGEVIEW MEDICAL CENTER,WACONIA,MN,55387,CARVER,U,STH,1,2,2023-01-01,2023-12-31,1113.54,24674.0,109.0,39785.0,5110.0,110.0,4597437.0,11185455.0,261838660.0,777373907.0,348838183.0,0.336825,309852062.0,-38986121.0,5474557.0,10.123090909090909,-0.1258217252076896,2816836.9272727272,Minnesota,1.1258217252076896,Medium
SANFORD BAGLEY MEDICAL CENTER,BAGLEY,MN,56621,CLEARWATER,R,CAH,1,2,2023-01-01,2023-12-31,48.86,1639.0,25.0,9125.0,120.0,25.0,326432.0,1128364.0,15232428.0,24517829.0,14041780.0,0.62128,16576871.0,2535091.0,3986086.0,1.9544,0.1529294038663871,663074.84,Minnesota,0.8470705961336129,Small
NORTH VALLEY HEALTH CENTER,WARREN,MN,56762,MARSHALL,R,CAH,1,2,2023-01-01,2023-12-31,60.55,748.0,12.0,4380.0,123.0,12.0,275479.0,1485887.0,14602825.0,18259159.0,16357496.0,0.799753,14355490.0,-2002006.0,-627782.0,5.045833333333333,-0.13945925914057966,1196290.8333333333,Minnesota,1.1394592591405797,Small
WELIA HEALTH,MORA,MN,55051-1950,KANABEC,R,CAH,1,2,2023-01-01,2023-12-31,432.94,3689.0,25.0,9125.0,1297.0,25.0,1642628.0,6863912.0,87187226.0,199061392.0,115358676.0,0.437992,107219343.0,-8139333.0,12137972.0,17.3176,-0.07591291619833933,4288773.72,Minnesota,1.0759129161983394,Small
BARNES JEWISH WEST COUNTY HOSPITAL,CREVE COEUR,MO,63141,ST. LOUIS,U,STH,1,2,2023-01-01,2023-12-31,711.96,12654.0,95.0,34612.0,3946.0,95.0,4670528.0,5495860.0,223576112.0,982444093.0,245143434.0,0.227571,262669818.0,17526384.0,18600709.0,7.494315789473685,0.06672401166395144,2764945.452631579,Missouri,0.9332759883360485,Medium
ST. LOUIS CHILDRENS HOSPITAL,ST. LOUIS,MO,63110,ST. LOUIS,U,CH,7,2,2023-01-01,2023-12-31,3449.0,108892.0,455.0,166075.0,12469.0,455.0,,,710989123.0,2130002133.0,939228191.0,,1058989617.0,119761426.0,152290417.0,7.58021978021978,0.11309027404751222,2327449.707692308,Missouri,0.8869097259524877,Large
NEWARK BETH ISRAEL MEDICAL CENTER,NEWARK,NJ,07112-2027,ESSEX,U,STH,1,2,2023-01-01,2023-12-31,2809.85,120227.0,408.0,148920.0,18338.0,453.0,26583310.0,127443531.0,628526647.0,3130172270.0,810967926.0,0.200796,747504710.0,-63463216.0,3773702.0,6.2027593818984545,-0.08490008845562994,1650120.7726269315,New Jersey,1.08490008845563,Large
MEADOWVIEW PSYCHIATRIC HOSPITAL,SECAUCUS,NJ,07094,HUDSON,U,PH,4,9,2023-01-01,2023-12-31,187.2,26979.0,84.0,30660.0,201.0,84.0,,,28766495.0,35234574.0,32536252.0,,29825209.0,-2711043.0,,2.2285714285714286,-0.0908977033488684,355062.0119047619,New Jersey,1.0908977033488685,Medium
JAMAICA HOSPITAL MEDICAL CENTER,JAMAICA,NY,11418,QUEENS,R,STH,1,2,2023-01-01,2023-12-31,3388.0,78572.0,281.0,101329.0,13895.0,573.0,34593444.0,33957798.0,598273354.0,1147785037.0,806220187.0,0.521242,641687505.0,-164532682.0,-40800371.0,5.912739965095986,-0.2564062424746762,1119873.4816753927,New York,1.2564062424746762,Large
MOUNT SINAI HOSPITAL,NEW YORK,NY,10029,NEW YORK,U,STH,1,2,2023-01-01,2023-12-31,12502.57,370096.0,1052.0,388344.0,55104.0,1148.0,16583553.0,385883253.0,3109990390.0,12506240770.0,3987462295.0,0.248675,3491073239.0,-496389056.0,-385788000.0,10.890740418118467,-0.1421880957565325,3041004.56358885,New York,1.1421880957565325,Large
NEWARK WAYNE COMMUNITY HOSPITAL,NEWARK,NY,14513,WAYNE,R,STH,1,2,2023-01-01,2023-12-31,518.2,21109.0,101.0,36865.0,4581.0,281.0,1549160.0,15828387.0,107297743.0,292352655.0,118576949.0,0.367015,105227305.0,-13349644.0,2166536.0,1.8441281138790038,-0.12686482847774158,374474.3950177936,New York,1.1268648284777416,Large
FAXTON-ST. LUKES HEALTHCARE,UTICA,NY,13502,ONEIDA,U,STH,1,2,2023-01-01,2023-12-31,2346.6,65750.0,346.0,100272.0,11387.0,370.0,9477165.0,20043820.0,361229074.0,1429564682.0,475426251.0,0.252685,413478743.0,-61947508.0,313391.0,6.342162162162162,-0.1498202968078579,1117510.1162162162,New York,1.149820296807858,Large
CLIFTON SPRINGS HOSPITAL & CLINIC,CLIFTON SPRINGS,NY,14432,ONTARIO,U,STH,1,2,2023-01-01,2023-12-31,474.93,16909.0,77.0,28105.0,2150.0,203.0,703020.0,2390588.0,100400731.0,279045371.0,122762964.0,0.359801,113243144.0,-9519820.0,17224742.0,2.3395566502463057,-0.08406530994935994,557848.0,New York,1.08406530994936,Medium
SBH HEALTH SYSTEM,BRONX,NY,10457,BRONX,R,STH,1,2,2023-01-01,2023-12-31,2401.0,73990.0,283.0,103295.0,12766.0,332.0,72974686.0,46666890.0,426994721.0,1047067738.0,540693636.0,0.4078,470220492.0,-70473144.0,28965378.0,7.231927710843373,-0.14987254957829443,1416326.78313253,New York,1.1498725495782944,Large
OAKBEND MEDICAL CENTER,RICHMOND,TX,77469,FORT BEND,U,STH,1,12,2023-01-01,2023-12-31,690.9,11402.0,158.0,57670.0,2692.0,218.0,6324348.0,15924396.0,134354300.0,614657483.0,161055944.0,0.218584,143465696.0,-17590248.0,-10372484.0,3.1692660550458713,-0.12260943549878293,658099.5229357798,Texas,1.122609435498783,Medium
METHODIST SUGAR LAND HOSPITAL,SUGAR LAND,TX,77479-,FORT BEND,U,STH,1,2,2023-01-01,2023-12-31,2455.02,93861.0,337.0,123005.0,20281.0,337.0,23795552.0,31467421.0,636444876.0,4592420510.0,669413995.0,0.138586,762351007.0,92937012.0,96717368.0,7.284925816023739,0.12190842688819326,2262169.1602373887,Texas,0.8780915731118067,Large
OCEANS BEHAVIORAL HOSPITAL OF LONGV,LONGVIEW,TX,75605,GREGG,U,PH,4,4,2023-01-01,2023-12-31,61.05,6570.0,24.0,8760.0,550.0,24.0,,,7070572.0,14911846.0,6901609.0,,7480510.0,578901.0,584626.0,2.5437499999999997,0.0773879053700884,311687.9166666667,Texas,0.9226120946299116,Small
OCEANS BEHAVIORAL HOSPITAL PASADENA,PASADENA,TX,77505,HARRIS,U,PH,4,4,2023-01-01,2023-12-31,61.5,8022.0,30.0,10950.0,753.0,30.0,,,8513162.0,16271203.0,8159114.0,,9053538.0,894424.0,895898.0,2.05,0.09879275925058248,301784.6,Texas,0.9012072407494175,Small
OCEANS BEHAVIORAL HOSPITAL WACO,WACO,TX,76712,MC LENNAN,U,PH,4,4,2023-01-01,2023-12-31,98.25,13423.0,48.0,17520.0,1018.0,48.0,,,12723008.0,25974602.0,11810327.0,,11836954.0,26627.0,36962.0,2.046875,0.00224948073634484,246603.20833333334,Texas,0.9977505192636552,Small
AMERY REGIONAL MEDICAL CENTER,AMERY,WI,54001-1292,POLK,R,CAH,1,2,2023-01-01,2023-12-31,227.4,3178.0,25.0,9125.0,926.0,35.0,1414247.0,11082803.0,64144151.0,136033547.0,75647029.0,0.471532,76170618.0,523589.0,4492231.0,6.497142857142857,0.00687389722898139,2176303.3714285716,Wisconsin,0.9931261027710186,Small
THEDACARE MEDICAL CENTER-NEW LONDON,NEW LONDON,WI,54961,OUTAGAMIE,U,CAH,1,2,2023-01-01,2023-12-31,195.88,3013.0,25.0,9125.0,605.0,25.0,8738329.0,3620372.0,28197554.0,88351095.0,33384670.0,0.319153,38188761.0,4804091.0,5221222.0,7.8351999999999995,0.12579855628204328,1527550.44,Wisconsin,0.8742014437179567,Small
NORTH CENTRAL HEALTH CARE FACILITIES,WAUSAU,WI,54403,MARATHON,U,PH,4,9,2023-01-01,2023-12-31,559.71,3790.0,16.0,5840.0,937.0,142.0,,,43399852.0,49779135.0,96688352.0,,63671110.0,-33017242.0,3912091.0,3.9416197183098594,-0.5185592335362145,448388.0985915493,Wisconsin,1.5185592335362144,Medium
BIR AT FORT WORTH,FORT WORTH,TX,76132,TARRANT,U,RH,5,4,2023-01-01,2023-12-31,127.36,10021.0,42.0,15330.0,759.0,42.0,,,20691907.0,36504790.0,23020222.0,,22048175.0,-972047.0,483311.0,3.032380952380952,-0.04408741313056523,524956.5476190476,Texas,1.0440874131305653,Small
PAM HEALTH REHAB HOSP OF SUGAR LAND,SUGAR LAND,TX,77479,FORT BEND,U,RH,5,6,2023-01-01,2023-12-31,127.54,11759.0,41.0,14965.0,910.0,41.0,,,19191218.0,55581060.0,19914135.0,,24644676.0,4730541.0,4742755.0,3.1107317073170733,0.19194981504321665,601089.6585365854,Texas,0.8080501849567834,Small
